"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Rbloggers: Clustering with FactoMineR https://t.co/tmzIq51vm3 #rstats #DataScience",FALSE,0,NA,2017-08-06 12:20:55,FALSE,NA,"894171427984859136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isidroaguillo",38,TRUE,FALSE,NA,NA
"Exhibit E in 'why excel ruins everything'. Code/script based programs harder to learn, but more transparent and rep… https://t.co/g0wf725ozF",FALSE,1,NA,2017-08-06 12:20:04,TRUE,NA,"894171213429342210",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","stevensenior",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 12:19:57,FALSE,NA,"894171183746252800",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",30,TRUE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 12:19:40,FALSE,NA,"894171109280624640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","florianwanders",30,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 12:18:02,FALSE,NA,"894170701053276160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wckdouglas",112,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 12:11:55,FALSE,NA,"894169161697382401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","midoribeej",41,TRUE,FALSE,NA,NA
"R or Python? Which to Choose for Data Analysis. https://t.co/8aQSOtAPRA #algorithms #infographic #machinelearning #rstats",FALSE,0,NA,2017-08-06 12:11:55,FALSE,NA,"894169160321830917",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","geoappsmith",0,FALSE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 12:02:10,FALSE,NA,"894166706536448001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","zcatav",41,TRUE,FALSE,NA,NA
"A better choice than my prior tweet using a list and function, joining multiple dataframes in one statement, is pur… https://t.co/e4UQ6diVWP",FALSE,1,NA,2017-08-06 12:02:04,TRUE,NA,"894166683065233408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rick_pack2",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 12:01:22,FALSE,NA,"894166507428732928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malena_maguina",30,TRUE,FALSE,NA,NA
"DFs =&gt; list =&gt; fxn =&gt; left_join to join as many dataframes as we like in one line. #rstats https://t.co/iQ5iiuvjLf",FALSE,0,NA,2017-08-06 11:56:27,FALSE,NA,"894165269505081344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rick_pack2",0,FALSE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:56:09,FALSE,NA,"894165194720464896",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RossTrendlock",41,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:55:01,FALSE,NA,"894164906991398916",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ErmiaBivatan",41,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:54:50,FALSE,NA,"894164862686908420",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wilbrodnk",41,TRUE,FALSE,NA,NA
"I face multiple mentions of ""m."" in a string. I want to match only the first occurrence with #regex in #rstats. Anyone?",FALSE,0,NA,2017-08-06 11:53:23,FALSE,NA,"894164495727288320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marvinmilatz",0,FALSE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 11:52:48,FALSE,NA,"894164350629548033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kernelyun",112,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:52:36,FALSE,NA,"894164301216403456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SrikiranRai",41,TRUE,FALSE,NA,NA
"RT @ellis2013nz: Sampling distributions for weighted #inequality Gini indexes with #rstats, inspired by a @Stats_NZ working paper https://t…",FALSE,0,NA,2017-08-06 11:49:51,FALSE,NA,"894163607050747906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThomasVConti",9,TRUE,FALSE,NA,NA
"RT @SteffLocke: Hey #rstats peeps - if you're interested in #rstats logo in @fontawesome add a ��to this issue! https://t.co/zGYnxZyunt",FALSE,0,NA,2017-08-06 11:49:05,FALSE,NA,"894163416860024832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","timelyportfolio",11,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 11:46:00,FALSE,NA,"894162639311577088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ByunLab",112,TRUE,FALSE,NA,NA
"RT @ScientistTrump: I, and all other SPSS users, love watching the Base-R wing of the #Rstats community arguing with the ggplot ""Corporate…",FALSE,0,NA,2017-08-06 11:40:55,FALSE,NA,"894161360652836866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","camirettura",9,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 11:40:37,FALSE,NA,"894161284098387968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dgermain21",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 11:32:59,FALSE,NA,"894159364176703488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bogdanoviclab",112,TRUE,FALSE,NA,NA
"RT @dirk_sch: I wrote an article about solving Sudokus with the SAT solver PicoSAT and #rstats: https://t.co/b4YlMSeiS2 https://t.co/eFxbHY…",FALSE,0,NA,2017-08-06 11:32:10,FALSE,NA,"894159158886453248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ma_salmon",4,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:30:28,FALSE,NA,"894158728731275264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NeilRankinZA",41,TRUE,FALSE,NA,NA
"RT @jepusto: Possibly most useful #rstats cheat sheet ever. https://t.co/KWw5Nau8Vc",FALSE,0,NA,2017-08-06 11:24:57,FALSE,NA,"894157339993001984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ereinbergs",13,TRUE,FALSE,NA,NA
"dots addiction. #rstats #testdriven https://t.co/PLQ0vWdFEV",FALSE,0,NA,2017-08-06 11:17:00,FALSE,NA,"894155342518509568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chainsawriot",0,FALSE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:11:17,FALSE,NA,"894153903603933184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","markruddy",41,TRUE,FALSE,NA,NA
"RT @greatlakescisco: Time budget for research projects: 5% Field work 5% Writing 90% Messing with figure coding in R #phdlife #rstats https…",FALSE,0,NA,2017-08-06 11:09:07,FALSE,NA,"894153355467075584",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","donaldorth",8,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 11:08:56,FALSE,NA,"894153312588771328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dpolychr2",41,TRUE,FALSE,NA,NA
"I wrote an article about solving Sudokus with the SAT solver PicoSAT and #rstats: https://t.co/b4YlMSeiS2 https://t.co/eFxbHYzOtY",FALSE,6,NA,2017-08-06 11:07:51,FALSE,NA,"894153038696525828",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dirk_sch",4,FALSE,FALSE,NA,NA
"RT @ijlyttle: As I wrestle with tidyeval, this tweet has again become my mantra #rstats https://t.co/gTcVrh619T",FALSE,0,NA,2017-08-06 11:01:03,FALSE,NA,"894151325763739648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spottheoutlier",13,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 10:59:25,FALSE,NA,"894150915921502209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laurie_berrie",41,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 10:54:52,FALSE,NA,"894149772411629568",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","bigboardsio",41,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 10:53:02,FALSE,NA,"894149309318529024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatthieuFaron",112,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 10:52:59,FALSE,NA,"894149294919483392",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",41,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 10:52:27,FALSE,NA,"894149160986976256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ombishe",41,TRUE,FALSE,NA,NA
"RT @R_Programming: R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,0,NA,2017-08-06 10:50:31,FALSE,NA,"894148677811482625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daryeeb",41,TRUE,FALSE,NA,NA
"Read just about everything @hadleywickham has ever written trying to understand NSE only to realise I was using dplyr v0.5.0 �� #rstats",FALSE,0,NA,2017-08-06 10:48:08,FALSE,NA,"894148074435727360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","John_Roelofse",0,FALSE,FALSE,NA,NA
"RT @Thoughtfulnz: @sckottie tidypvals, fulltext, and tidytext. Dogs are more significant than cats, p = 0.051 #rstats https://t.co/oH0VquqJ…",FALSE,0,NA,2017-08-06 10:47:18,FALSE,NA,"894147865144049664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LogicCorpPL",1,TRUE,FALSE,NA,NA
"RT @MilesMcBain: You get #rstats code for review/firefighting... do you, A) Flail around repeatedly tripping over missing pkgs or B) https:…",FALSE,0,NA,2017-08-06 10:46:57,FALSE,NA,"894147780205260800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nacnudus",9,TRUE,FALSE,NA,NA
"R Tip: How to join multiple dataframes in one go using dplyr. #rstats #DataScience https://t.co/jHVyMbTDGb",FALSE,149,NA,2017-08-06 10:41:30,FALSE,NA,"894146406885203968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",41,FALSE,FALSE,NA,NA
"RT @CRANberriesFeed: New CRAN package tabularaster with initial version 0.3.0 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2017-08-06 10:38:16,FALSE,NA,"894145594486251521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yutannihilation",2,TRUE,FALSE,NA,NA
"RT @mdsumner: Nearly CRAN. Four years experience intensive raster data extraction, distilled into one boring package #rstats https://t.co/R…",FALSE,0,NA,2017-08-06 10:38:15,FALSE,NA,"894145587460714497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yutannihilation",9,TRUE,FALSE,NA,NA
"RT @gp_pulipaka: #Engineering vs. #DataScience — A Different Perspective. #BigData #MachineLearning #AI #Python #RStats #Java  https://t.co…",FALSE,0,NA,2017-08-06 10:36:30,FALSE,NA,"894145148392755200",NA,"<a href=""http://www.alexhorovitz.com/HAL_9000_AI"" rel=""nofollow""> CentralCore</a>","HAL_9000_AI",18,TRUE,FALSE,NA,NA
"RT @gp_pulipaka: #Engineering vs. #DataScience — A Different Perspective. #BigData #MachineLearning #AI #Python #RStats #Java  https://t.co…",FALSE,0,NA,2017-08-06 10:36:14,FALSE,NA,"894145080528961536",NA,"<a href=""http://www.uoc.es"" rel=""nofollow"">Pruebas Pythin</a>","fernandocuenca",18,TRUE,FALSE,NA,NA
"RT @gp_pulipaka: #Engineering vs. #DataScience — A Different Perspective. #BigData #MachineLearning #AI #Python #RStats #Java  https://t.co…",FALSE,0,NA,2017-08-06 10:36:13,FALSE,NA,"894145078083584001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bpalabre",18,TRUE,FALSE,NA,NA
"RT @Rbloggers: Multiple imputation for continuous and categorical data https://t.co/ftLrBm6t2E #rstats #DataScience",FALSE,0,NA,2017-08-06 10:22:06,FALSE,NA,"894141522693718017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wtassinari",10,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 10:08:58,FALSE,NA,"894138220912541696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","novichkovnet",112,TRUE,FALSE,NA,NA
"RT @JEFworks: A practical introduction to finite mixture modeling with flexmix in #rstats https://t.co/ufpkCMggg1 #bioinformatics",FALSE,0,NA,2017-08-06 10:04:02,FALSE,NA,"894136979960606720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntoViral",11,TRUE,FALSE,NA,NA
"CRAN updates: bsamGP fitur https://t.co/y5W2NTKSXT #rstats",FALSE,0,NA,2017-08-06 10:02:14,FALSE,NA,"894136526124318720",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"RT @AnalyticsVidhya: All about Time Series modeling and its related techniques, in R. https://t.co/DeugbxHxlG #rstats #machinelearning http…",FALSE,0,NA,2017-08-06 09:58:47,FALSE,NA,"894135655172898816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThomasKoller",5,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:48:03,FALSE,NA,"894132955769184256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","dpolychr2",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:42:36,FALSE,NA,"894131583556386816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marcusspittler",112,TRUE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 09:41:07,FALSE,NA,"894131212419305472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PyDataBA",30,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:35:52,FALSE,NA,"894129889925877764",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jslbutler",112,TRUE,FALSE,NA,NA
"mapview (develop) now has automatic legend - layer linking (on/off) if installed leaflet version supports it! Kudos @bhaskar_vk #rstats",FALSE,8,NA,2017-08-06 09:35:07,FALSE,NA,"894129699517079552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TimSalabim3",1,FALSE,FALSE,NA,NA
"RT @compbiologist: Also at our #bioinformatics workshop: #dataviz several set overlaps w/ #upset plots! #rstats https://t.co/wfSeewvwwP htt…",FALSE,0,NA,2017-08-06 09:32:15,FALSE,NA,"894128978432229376",NA,"<a href=""http://todoenpc.serveblog.net/"" rel=""nofollow"">TodoEnPC</a>","TodoenpcVE",4,TRUE,FALSE,NA,NA
"RT @JEFworks: A practical introduction to finite mixture modeling with flexmix in #rstats https://t.co/ufpkCMggg1 #bioinformatics",FALSE,0,NA,2017-08-06 09:31:28,FALSE,NA,"894128783401390080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claczny",11,TRUE,FALSE,NA,NA
"macOS 10.13 (β) broke my local R install, but @eddelbuettel’s rocker image saves day https://t.co/TyDqKu0dl4 #rstats",FALSE,1,NA,2017-08-06 09:30:37,FALSE,NA,"894128568699035648",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","imanuelcostigan",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 09:27:50,FALSE,NA,"894127868527161344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leipalex",30,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:26:38,FALSE,NA,"894127564444377088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BiometricsTWS",112,TRUE,FALSE,NA,NA
"RT @Jacquelyn_Neal: New decor in my cube, courtesy of @rstudio stickers I picked up at #wsds2016 last week! #rstats #tidyverse #timetolearn…",FALSE,0,NA,2017-08-06 09:18:12,FALSE,NA,"894125444878000129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CMVUv81l0Wl6jAp",21,TRUE,FALSE,NA,NA
"RT @dataandme: ���� guide (w/ code): ""Interactive flow visualization in #Rstats"" by @kyle_e_walker https://t.co/hPB87OR74X #dataviz #visualiz…",FALSE,0,NA,2017-08-06 09:10:30,FALSE,NA,"894123504228065282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kernelyun",37,TRUE,FALSE,NA,NA
"RT @arun_sriniv: Slides of my talk on &lt;data analysis using data.table&gt; at #satRdays - https://t.co/AnPTpYN6Et #rstats #rdatatable https://t…",FALSE,0,NA,2017-08-06 09:09:28,FALSE,NA,"894123244554526720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","8gPCZBmiGIfAbNh",32,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:06:19,FALSE,NA,"894122452019818496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rickdunnblade",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 09:05:28,FALSE,NA,"894122238139486208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielPNewman",112,TRUE,FALSE,NA,NA
"RT @bhaskar_vk: My #docker image for #geospatial #dataviz using #rstats has a new version with latest packages. https://t.co/K5uw87160Z",FALSE,0,NA,2017-08-06 09:02:35,FALSE,NA,"894121511753322496",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",8,TRUE,FALSE,NA,NA
"RT @bhaskar_vk: My #docker image for #geospatial #dataviz using #rstats has a new version with latest packages. https://t.co/K5uw87160Z",FALSE,0,NA,2017-08-06 09:02:09,FALSE,NA,"894121404031008768",NA,"<a href=""http://todoenpc.serveblog.net/"" rel=""nofollow"">TodoEnPC</a>","TodoenpcVE",8,TRUE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 08:56:51,FALSE,NA,"894120069030191104",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","heathermvincent",30,TRUE,FALSE,NA,NA
"RT @Rbloggers: Post-statistics: Lies, damned lies and data science patents https://t.co/pc71wDtXmK #rstats #DataScience",FALSE,0,NA,2017-08-06 08:49:38,FALSE,NA,"894118256805543936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jackverr54",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:48:43,FALSE,NA,"894118022742384644",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unnisv",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:44:46,FALSE,NA,"894117030483439617",NA,"<a href=""http://www.rajika.com"" rel=""nofollow"">Claire stream</a>","clairebotai",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:44:46,FALSE,NA,"894117029023670272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","debashis_dutta",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:44:09,FALSE,NA,"894116873788370944",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:43:39,FALSE,NA,"894116749217550336",NA,"<a href=""http://insidestat.nl"" rel=""nofollow"">insidestat_account_bm</a>","insidestat",8,TRUE,FALSE,NA,NA
"RT @datalicious: 100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https:/…",FALSE,0,NA,2017-08-06 08:43:03,FALSE,NA,"894116597018832898",NA,"<a href=""http://www.flavien.cc/"" rel=""nofollow"">oculusBot</a>","flavien_perier",8,TRUE,FALSE,NA,NA
"100 Free Tutorials for learning R #abdsc #DataScience #Statistics #MachineLearning #Rstats https://t.co/3ePkwHklTh https://t.co/kXXeelxm02",FALSE,10,NA,2017-08-06 08:43:02,FALSE,NA,"894116594514841600",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","datalicious",8,FALSE,FALSE,NA,NA
"RT @rOpenSci: [blog] Announcing the rOpenSci Fellowships Program https://t.co/4lgCMUR0yQ Application deadline Sept 1, 2017 #rstats #useR2017",FALSE,0,NA,2017-08-06 08:37:11,FALSE,NA,"894115119570968577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",66,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:37:09,FALSE,NA,"894115113074126848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tommyb2212",112,TRUE,FALSE,NA,NA
"RT @SteffLocke: Hey #rstats peeps - if you're interested in #rstats logo in @fontawesome add a ��to this issue! https://t.co/zGYnxZyunt",FALSE,0,NA,2017-08-06 08:36:23,FALSE,NA,"894114920228421633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HeathrTurnr",11,TRUE,FALSE,NA,NA
