"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:35:45,FALSE,NA,"894114759951384576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oaggimenez",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:30:47,FALSE,NA,"894113509340061696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barbarbarai",112,TRUE,FALSE,NA,NA
"RT @SteffLocke: Hey #rstats peeps - if you're interested in #rstats logo in @fontawesome add a ��to this issue! https://t.co/zGYnxZyunt",FALSE,0,NA,2017-08-06 08:23:14,FALSE,NA,"894111612197535746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisderv",11,TRUE,FALSE,NA,NA
"RT @AgabiYounes: #Engineering vs. #DataScience — A Different Perspective. #BigData #MachineLearning #AI #Python #RStats #Java  https://t.co…",FALSE,0,NA,2017-08-06 08:21:24,FALSE,NA,"894111147858821120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BenghenzatOmar",3,TRUE,FALSE,NA,NA
"#rstats https://t.co/pC4l3MxsD1",FALSE,0,NA,2017-08-06 08:15:08,FALSE,NA,"894109573786849280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuigiBiagini",0,FALSE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:13:31,FALSE,NA,"894109164997414913",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jemtzl",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:11:07,FALSE,NA,"894108563341266944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","borishej",112,TRUE,FALSE,NA,NA
"RT @hrbrmstr: Final teaser-vis before full blog post (still need to incorporate 2K files which are back in the Dat-Cave) #rstats https://t.…",FALSE,0,NA,2017-08-06 08:09:47,FALSE,NA,"894108225288753152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","talkdatatomee",1,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 08:04:01,FALSE,NA,"894106776131354625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nunezanalyzed",112,TRUE,FALSE,NA,NA
"RT @joelgombin: Le package #banR by @pa_chevalier et moi, est désormais sur le CRAN https://t.co/PiuQITvUyU #rstats #BAN @ProjetBANO",FALSE,0,NA,2017-08-06 07:55:18,FALSE,NA,"894104580853833728",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","stephaneturquay",15,TRUE,FALSE,NA,NA
"RT @Rbloggers: Automatic tools for improving R packages https://t.co/RHsp7PrVq7 #rstats #DataScience",FALSE,0,NA,2017-08-06 07:54:28,FALSE,NA,"894104370010365952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giorgioarcara",35,TRUE,FALSE,NA,NA
"RT @bhaskar_vk: My #docker image for #geospatial #dataviz using #rstats has a new version with latest packages. https://t.co/K5uw87160Z",FALSE,0,NA,2017-08-06 07:50:48,FALSE,NA,"894103446957080576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","znmeb",8,TRUE,FALSE,NA,NA
"RT @bhaskar_vk: My #docker image for #geospatial #dataviz using #rstats has a new version with latest packages. https://t.co/K5uw87160Z",FALSE,0,NA,2017-08-06 07:50:15,FALSE,NA,"894103310877184001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",8,TRUE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 07:49:28,FALSE,NA,"894103111643648000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Scedacity",30,TRUE,FALSE,NA,NA
"RT @DataCamp: #Rstats's data.table package extends data.frame - Get your cheat sheet here: https://t.co/lUXkLMPhxo #datascience #data https…",FALSE,0,NA,2017-08-06 07:47:35,FALSE,NA,"894102640166043648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keyboardpipette",13,TRUE,FALSE,NA,NA
"RT @compbiologist: Also at our #bioinformatics workshop: #dataviz several set overlaps w/ #upset plots! #rstats https://t.co/wfSeewvwwP htt…",FALSE,0,NA,2017-08-06 07:41:52,FALSE,NA,"894101202354532352",NA,"<a href=""http://www.dnaed.tech"" rel=""nofollow"">Edtech genomics</a>","DNAed_tech",4,TRUE,FALSE,NA,NA
"Put easter eggs in your rmarkdown documents. https://t.co/6icoPr7G8W #rstats egg(c(""r"", ""s"", ""t"", ""a"", ""t"", ""s"")) https://t.co/YhFqlrMVt0",FALSE,1,NA,2017-08-06 07:40:41,FALSE,NA,"894100901807259648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jcoenep",0,FALSE,FALSE,NA,NA
"RT @compbiologist: Also at our #bioinformatics workshop: #dataviz several set overlaps w/ #upset plots! #rstats https://t.co/wfSeewvwwP htt…",FALSE,0,NA,2017-08-06 07:39:02,FALSE,NA,"894100486026080256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saara_gladbach",4,TRUE,FALSE,NA,NA
"RT @nj_tierney: Introducing Credibly Curious, my new (mostly) #rstats blogdown site (TY @xieyihui!!) + some thoughts on Slide Design https:…",FALSE,0,NA,2017-08-06 07:37:42,FALSE,NA,"894100151534407682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",8,TRUE,FALSE,NA,NA
"RT @Rbloggers: Automatic tools for improving R packages https://t.co/RHsp7PrVq7 #rstats #DataScience",FALSE,0,NA,2017-08-06 07:28:52,FALSE,NA,"894097927307763712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saara_gladbach",35,TRUE,FALSE,NA,NA
"RT @datactivi_st: Géocoder facilement depuis #Rstats en utilisant la Base Adresses nationale, poke @Etalab https://t.co/22thTFHyMu",FALSE,0,NA,2017-08-06 07:28:08,FALSE,NA,"894097744809340930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CharlesNepote",6,TRUE,FALSE,NA,NA
"RT @jonintweet: Retweeted Rodolfo Mendes (@rodolfo_mmendes):  Neural Networks from Scratch, in R #MachineLearning #RStats... https://t.co/d…",FALSE,0,NA,2017-08-06 07:23:33,FALSE,NA,"894096593170952192",NA,"<a href=""http://www.calcaware.com"" rel=""nofollow"">Calcaware</a>","calcaware",2,TRUE,FALSE,NA,NA
"RT @rodolfo_mmendes: Neural Networks from Scratch, in R #MachineLearning #RStats #DataScience https://t.co/0PqvoCq2Yu https://t.co/BrX60VHY…",FALSE,0,NA,2017-08-06 07:23:27,FALSE,NA,"894096565555646464",NA,"<a href=""http://www.calcaware.com"" rel=""nofollow"">Calcaware</a>","calcaware",4,TRUE,FALSE,NA,NA
"Retweeted Rodolfo Mendes (@rodolfo_mmendes):  Neural Networks from Scratch, in R #MachineLearning #RStats... https://t.co/dZoVelz6Rq",FALSE,0,NA,2017-08-06 07:22:46,FALSE,NA,"894096394419437568",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jonintweet",2,FALSE,FALSE,NA,NA
"RT @rodolfo_mmendes: Neural Networks from Scratch, in R #MachineLearning #RStats #DataScience https://t.co/0PqvoCq2Yu https://t.co/BrX60VHY…",FALSE,0,NA,2017-08-06 07:22:38,FALSE,NA,"894096359191654401",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jonintweet",4,TRUE,FALSE,NA,NA
"Retweeted Francesco Bailo (@FrBailo):  Nice #Rstats package to dl Google Sheets   &gt; library(sheet) &gt;... https://t.co/pWIuAL1ZY4",FALSE,0,NA,2017-08-06 07:21:54,FALSE,NA,"894096175464407040",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jonintweet",0,FALSE,FALSE,NA,NA
"RT @FrBailo: Nice #Rstats package to dl Google Sheets   &gt; library(sheet) &gt; gsheet2tbl(“https://t.co/fXI5ifB5Eb“)  https://t.co/m6WlKzSSDf",FALSE,0,NA,2017-08-06 07:21:41,FALSE,NA,"894096120854581248",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jonintweet",1,TRUE,FALSE,NA,NA
"RT @jessenleon: So apparently there is an ""@Apple #MachineLearning Journal"" out there... Tags: #DataScience #Rstats #statistics https://t.c…",FALSE,0,NA,2017-08-06 07:19:48,FALSE,NA,"894095647422414848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jonintweet",2,TRUE,FALSE,NA,NA
"RT @CRANberriesFeed: New CRAN package LearnGeom with initial version 1.0 https://t.co/0QdYpkNQNE #rstats",FALSE,0,NA,2017-08-06 07:17:01,FALSE,NA,"894094945098674180",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @LukeSonnet: Speeding up #rstats: almost halved time drawing from mv normal by using mvnfast instead of MASS or mvtnorm https://t.co/s3t…",FALSE,0,NA,2017-08-06 07:16:50,FALSE,NA,"894094901264044032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @CRANberriesFeed: New CRAN package bsamGP with initial version 1.0 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2017-08-06 07:15:40,FALSE,NA,"894094606924632064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @CRANberriesFeed: New CRAN package tabularaster with initial version 0.3.0 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2017-08-06 07:15:30,FALSE,NA,"894094563274498048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",2,TRUE,FALSE,NA,NA
"RT @CRANberriesFeed: CRAN updates: agricolae INLAutils jmvcore r2glmm sjmisc WGCNA https://t.co/y5W2NTKSXT #rstats",FALSE,0,NA,2017-08-06 07:15:27,FALSE,NA,"894094553736634368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @jitinkapila: Something we all were waiting for: #rstats #ScalableScience #DS https://t.co/kTWRqCYsdC",FALSE,0,NA,2017-08-06 07:15:20,FALSE,NA,"894094523378180096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jeeva_G",2,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 07:15:14,FALSE,NA,"894094498120310784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sergi_Arredondo",112,TRUE,FALSE,NA,NA
"RT @rweekly_live: Satellite Nightlight Data Extraction �� #rstats #datascience https://t.co/7kCwUbsXro",FALSE,0,NA,2017-08-06 07:15:06,FALSE,NA,"894094465358417920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"So apparently there is an ""@Apple #MachineLearning Journal"" out there... Tags: #DataScience #Rstats #statistics https://t.co/T1Q9LtDh0o",FALSE,1,NA,2017-08-06 07:13:58,FALSE,NA,"894094179109920768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jessenleon",2,FALSE,FALSE,NA,NA
"RT @joelgombin: tibble gave me wrong habits. TFW when you try to print a 50+M rows data.frame :/ #Rstats",FALSE,0,NA,2017-08-06 07:13:47,FALSE,NA,"894094132364300288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @AniMove: Try the new #moveVis and #rsMove #rstats package and let us know what is missing or needs improvement - cc @schwalbwillmann @R…",FALSE,0,NA,2017-08-06 07:13:41,FALSE,NA,"894094108406317056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @abresler: Just realized the #rstats queen bee @JennyBryan updates her purr tutorial; it's a MUST deep dive to master R  https://t.co/6Z…",FALSE,0,NA,2017-08-06 07:12:06,FALSE,NA,"894093708676681728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hoog10HK",5,TRUE,FALSE,NA,NA
"RT @gp_pulipaka: High Resolution Weather Data with R. #BigData #DataScience #RStats #RLang #Analytics https://t.co/RgYuUPAj46 https://t.co/…",FALSE,0,NA,2017-08-06 07:07:57,FALSE,NA,"894092665511227392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",14,TRUE,FALSE,NA,NA
"RT @yoniceedee: #rstats q: is it possible to divert the console to any connection and not just sink()?",FALSE,0,NA,2017-08-06 07:06:00,FALSE,NA,"894092175306145792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",1,TRUE,FALSE,NA,NA
"RT @kara_woo: Gettin' down with some grid graphics. Thank you @seankross for this perfect image. #rstats https://t.co/uUZxZzddUp",FALSE,0,NA,2017-08-06 07:05:03,FALSE,NA,"894091936654434305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",3,TRUE,FALSE,NA,NA
"RT @ijlyttle: As I wrestle with tidyeval, this tweet has again become my mantra #rstats https://t.co/gTcVrh619T",FALSE,0,NA,2017-08-06 07:04:50,FALSE,NA,"894091879645454336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdsumner",13,TRUE,FALSE,NA,NA
"RT @R_Programming: New Grand Test added to 'Learn R By Intensive Practice' video course #rstats https://t.co/EnYl4gw02E https://t.co/CSo3aY…",FALSE,0,NA,2017-08-06 07:01:42,FALSE,NA,"894091092211245056",NA,"<a href=""http://todoenpc.serveblog.net/"" rel=""nofollow"">TodoEnPC</a>","TodoenpcVE",47,TRUE,FALSE,NA,NA
"RT @bcshaffer: Unemployment rates for every central metropolitan area (CMA) in Canada since 2001. Enjoy! #cdnecon #cdnpoli #rstats @StatCan…",FALSE,0,NA,2017-08-06 06:55:45,FALSE,NA,"894089593603096580",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaushanABhuiyan",32,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 06:55:33,FALSE,NA,"894089543409950721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wittmaan1",112,TRUE,FALSE,NA,NA
"RT @dataandme: ���� guide (w/ code): ""Interactive flow visualization in #Rstats"" by @kyle_e_walker https://t.co/hPB87OR74X #dataviz #visualiz…",FALSE,0,NA,2017-08-06 06:54:47,FALSE,NA,"894089352527175682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","novichkovnet",37,TRUE,FALSE,NA,NA
"RT @ptrckprry: many reasons to install new #rstats corpus text analysis package 0.8.0, including emoji printing on Mac (vignette: https://t…",FALSE,0,NA,2017-08-06 06:46:53,FALSE,NA,"894087363567267840",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","romain_francois",11,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 06:26:13,FALSE,NA,"894082161145389056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelDHealy",112,TRUE,FALSE,NA,NA
"RT @ImDataScientist: RT @Rbloggers: Intro to Text Analysis with R https://t.co/vaKe5Dv2Yt #rstats #DataScience",FALSE,0,NA,2017-08-06 06:15:45,FALSE,NA,"894079528171175936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gayathri_raj",3,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 06:03:38,FALSE,NA,"894076478140293120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kylehamilton",112,TRUE,FALSE,NA,NA
"RT @Rbloggers: Clustering with FactoMineR https://t.co/tmzIq51vm3 #rstats #DataScience",FALSE,0,NA,2017-08-06 05:54:00,FALSE,NA,"894074055996960768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claczny",38,TRUE,FALSE,NA,NA
"RT @Rbloggers: Can we believe in the imputations? https://t.co/GF6PlLfcfp #rstats #DataScience",FALSE,0,NA,2017-08-06 05:45:12,FALSE,NA,"894071841748377600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WATZILEI",30,TRUE,FALSE,NA,NA
"RT @ImDataScientist: RT @Rbloggers: Intro to Text Analysis with R https://t.co/vaKe5Dv2Yt #rstats #DataScience",FALSE,0,NA,2017-08-06 05:41:26,FALSE,NA,"894070893563039744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","debashis_dutta",3,TRUE,FALSE,NA,NA
"RT @ImDataScientist: RT @Rbloggers: Intro to Text Analysis with R https://t.co/vaKe5Dv2Yt #rstats #DataScience",FALSE,0,NA,2017-08-06 05:41:07,FALSE,NA,"894070814399750144",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",3,TRUE,FALSE,NA,NA
"RT @Rbloggers: Intro to Text Analysis with R https://t.co/vaKe5Dv2Yt #rstats #DataScience",FALSE,1,NA,2017-08-06 05:40:47,FALSE,NA,"894070727934169088",NA,"<a href=""http://datasciencepakistan.com"" rel=""nofollow"">Data Pakistan</a>","ImDataScientist",3,FALSE,FALSE,NA,NA
"proxy - Distance and Similarity Measures https://t.co/krvmBOMYvR #RStats",FALSE,1,NA,2017-08-06 05:30:01,FALSE,NA,"894068018862575616",NA,"<a href=""https://twitter.com/DailyRpackage"" rel=""nofollow"">DailyRpackage</a>","DailyRpackage",0,FALSE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 05:23:05,FALSE,NA,"894066276028620800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nullrejector",112,TRUE,FALSE,NA,NA
"RT @ScientistTrump: I, and all other SPSS users, love watching the Base-R wing of the #Rstats community arguing with the ggplot ""Corporate…",FALSE,0,NA,2017-08-06 05:20:02,FALSE,NA,"894065505853730816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yuriflame",9,TRUE,FALSE,NA,NA
"Visualize Bayesian inference with R #rstats https://t.co/IqUROXlqdS",FALSE,4,NA,2017-08-06 04:22:53,FALSE,NA,"894051126311440384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LiangCZhang",0,FALSE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 04:05:33,FALSE,NA,"894046762876289024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jeeva_G",112,TRUE,FALSE,NA,NA
"RT @AmeliaMN: Do you want to learn #rstats and the #tidyverse, but don’t know where to begin? Come to my @rstudio::conf training! https://t…",FALSE,0,NA,2017-08-06 03:59:57,FALSE,NA,"894045352809996288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","piccolomud",27,TRUE,FALSE,NA,NA
"RT @Rbloggers: Fun data: open data that is fun to analyse https://t.co/G8fV6o26bC #rstats #DataScience",FALSE,0,NA,2017-08-06 03:43:08,FALSE,NA,"894041120103071744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joelfarvault",40,TRUE,FALSE,NA,NA
"RT @ijlyttle: As I wrestle with tidyeval, this tweet has again become my mantra #rstats https://t.co/gTcVrh619T",FALSE,0,NA,2017-08-06 03:38:26,FALSE,NA,"894039937372360704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdiePrestone",13,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 03:35:03,FALSE,NA,"894039088000520193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrsLaviniaG",112,TRUE,FALSE,NA,NA
"RT @gp_pulipaka: #Engineering vs. #DataScience — A Different Perspective. #BigData #MachineLearning #AI #Python #RStats #Java  https://t.co…",FALSE,0,NA,2017-08-06 03:21:03,FALSE,NA,"894035562817929217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suneet7954",18,TRUE,FALSE,NA,NA
"@dianagram Welcome to #rstats then!!",FALSE,1,"dianagram",2017-08-06 03:12:27,FALSE,"893911026839760896","894033399320518656","16273915","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","znmeb_dfs",0,FALSE,FALSE,NA,NA
"RT @abresler: Just realized the #rstats queen bee @JennyBryan updates her purr tutorial; it's a MUST deep dive to master R  https://t.co/6Z…",FALSE,0,NA,2017-08-06 03:09:25,FALSE,NA,"894032634678038528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tangming2005",5,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 03:04:25,FALSE,NA,"894031378442067970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HoardChris",112,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 03:02:58,FALSE,NA,"894031015034990594",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pteetor",112,TRUE,FALSE,NA,NA
"RT @lenkiefer: Joyswarm: Joyplot + beeswarm = awesome https://t.co/hZGWs5qlfg #rstats exploration of #ggjoy + beeswarm plots https://t.co/6…",FALSE,0,NA,2017-08-06 03:00:52,FALSE,NA,"894030485508284416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","acohon",10,TRUE,FALSE,NA,NA
"RT @dataandme: �� useful cheat sheet: ""Basic Regular Expressions in R"" by Ian Kopacka https://t.co/q2AlmRjOnp #RegEx #rstats #SoDS17 https:/…",FALSE,0,NA,2017-08-06 03:00:34,FALSE,NA,"894030407582310400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tangming2005",112,TRUE,FALSE,NA,NA
"Final teaser-vis before full blog post (still need to incorporate 2K files which are back in the Dat-Cave) #rstats https://t.co/fC257MYTJa",FALSE,3,NA,2017-08-06 02:57:16,FALSE,NA,"894029579534442496",NA,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","hrbrmstr",1,FALSE,FALSE,NA,NA
"which is better for discriminating a list against a data-frame?  inherits(x = df, what = ""list"") https://t.co/25aZADnukn.frame(df) #rstats",FALSE,1,NA,2017-08-06 02:56:55,FALSE,NA,"894029490199855104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ibarraespinosa1",0,FALSE,FALSE,NA,NA
"RT @juliasilge: I put the data from the online survey about discovering and learning about #rstats packages INTO A PACKAGE. #meta ��https://…",FALSE,0,NA,2017-08-06 02:56:13,FALSE,NA,"894029314072563712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zzwwyyzzll",8,TRUE,FALSE,NA,NA
"RT @ScientistTrump: I, and all other SPSS users, love watching the Base-R wing of the #Rstats community arguing with the ggplot ""Corporate…",FALSE,0,NA,2017-08-06 02:54:15,FALSE,NA,"894028818024890368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chris_m_neill",9,TRUE,FALSE,NA,NA
"Nice #Rstats package to dl Google Sheets   &gt; library(sheet) &gt; gsheet2tbl(“https://t.co/fXI5ifB5Eb“)  https://t.co/m6WlKzSSDf",FALSE,2,NA,2017-08-06 02:50:57,FALSE,NA,"894027990597632000",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","FrBailo",1,FALSE,FALSE,NA,NA
"Thanks  to @ucfagls  and @noamross  for a brilliant  non-linear modelling workshop today! I feel inspired!  #ESA2017 #rstats ☺️��",FALSE,5,NA,2017-08-06 02:45:37,FALSE,NA,"894026646159630340",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeckySpake",0,FALSE,FALSE,NA,NA
"RT @ScientistTrump: I, and all other SPSS users, love watching the Base-R wing of the #Rstats community arguing with the ggplot ""Corporate…",FALSE,0,NA,2017-08-06 02:42:29,FALSE,NA,"894025859572674561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vogonpoetry42",9,TRUE,FALSE,NA,NA
